Identifier,TypeID,Type,Package,Class,Member,Feature,Is_fprivate?,Is_inferred?,Parent_features,Is_terminal?,Is_hook?,Inferences,User_comment,Member_modifier,Method_Signature
guidsl.node.toCnfFormat(cnfout out),4,Method,guidsl,node,toCnfFormat(cnfout out),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.node.toCnfFormat(cnfout out); BttF says since it calls fprivate guidsl.CNFException THEN it also belongs to TOOL   ,set by GuiDSLSol,public,toCnfFormat(cnfout)
guidsl.CNFException,2,Class,guidsl,CNFException,,TOOL,TRUE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.Bvar,2,Class,guidsl,Bvar,,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.BExpr,2,Class,guidsl,BExpr,,BASE,FALSE,FALSE,,FALSE,FALSE,,set by GuiDSLSol,public,
guidsl.Bvar.visit(Visitor v),4,Method,guidsl,Bvar,visit(Visitor v),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,visit(Visitor)
guidsl.BExpr.visit(Visitor v),4,Method,guidsl,BExpr,visit(Visitor v),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,visit(Visitor)
guidsl.Bvar.ARG_LENGTH,3,Field,guidsl,Bvar,ARG_LENGTH,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.Bvar.TOK_LENGTH,3,Field,guidsl,Bvar,TOK_LENGTH,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.Bvar.getIDENTIFIER(),4,Method,guidsl,Bvar,getIDENTIFIER(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,getIDENTIFIER()
guidsl.Bvar.printorder(),4,Method,guidsl,Bvar,printorder(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,printorder()
guidsl.Bvar.setParms(AstToken tok0),4,Method,guidsl,Bvar,setParms(AstToken tok0),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,setParms(AstToken)
guidsl.Visitor.action(Bvar n),4,Method,guidsl,Visitor,action(Bvar n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(Bvar)
guidsl.Bvar.eharvest(),4,Method,guidsl,Bvar,eharvest(),,FALSE,FALSE,,TRUE,TRUE,guidsl.Bvar.eharvest(); BttF says it's hook because calls element(s) classified in future features   Hook guidsl.Bvar.eharvest(); BttF says it calls fprivate elements; its feature needs to be determined.   ,set by GuiDSLSol,public,eharvest()
guidsl.Strlit,2,Class,guidsl,Strlit,,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.Opt,2,Class,guidsl,Opt,,BASE,FALSE,FALSE,,FALSE,FALSE,,set by GuiDSLSol,public,
guidsl.Strlit.visit(Visitor v),4,Method,guidsl,Strlit,visit(Visitor v),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,visit(Visitor)
guidsl.Opt.visit(Visitor v),4,Method,guidsl,Opt,visit(Visitor v),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,visit(Visitor)
guidsl.Strlit.ARG_LENGTH,3,Field,guidsl,Strlit,ARG_LENGTH,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.Strlit.TOK_LENGTH,3,Field,guidsl,Strlit,TOK_LENGTH,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.Strlit.getIDENTIFIER(),4,Method,guidsl,Strlit,getIDENTIFIER(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,getIDENTIFIER()
guidsl.Strlit.getSTRING_LITERAL(),4,Method,guidsl,Strlit,getSTRING_LITERAL(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,getSTRING_LITERAL()
guidsl.Strlit.printorder(),4,Method,guidsl,Strlit,printorder(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,printorder()
guidsl.Strlit.setParms(AstToken tok0; AstToken tok1; AstToken tok2),4,Method,guidsl,Strlit,setParms(AstToken tok0; AstToken tok1; AstToken tok2),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,setParms(AstToken; AstToken; AstToken)
guidsl.Visitor.action(Strlit n),4,Method,guidsl,Visitor,action(Strlit n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(Strlit)
guidsl.cnfClause.formulaStr,3,Field,guidsl,cnfClause,formulaStr,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.cnfClause.cnfClause(),5,Constructor,guidsl,cnfClause,cnfClause(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,cnfClause()
guidsl.cnfClause.setFormula(ArrayList terms; node cnf),4,Method,guidsl,cnfClause,setFormula(ArrayList terms; node cnf),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,setFormula(ArrayList; node)
guidsl.cnfClause.dumpCList(),4,Method,guidsl,cnfClause,dumpCList(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,dumpCList()
guidsl.cnfClause.print(),4,Method,guidsl,cnfClause,print(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,print()
guidsl.cnfClause.reasonOut,3,Field,guidsl,cnfClause,reasonOut,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.cterm.eval3(),4,Method,guidsl,cterm,eval3(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,eval3()
guidsl.cterm.negated,3,Field,guidsl,cterm,negated,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.cnfClause.propagateConstant(),4,Method,guidsl,cnfClause,propagateConstant(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,propagateConstant()
guidsl.cnfClause.MC_BCP(),4,Method,guidsl,cnfClause,MC_BCP(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,MC_BCP()
guidsl.cnfClause.MC_propagateConstants(),4,Method,guidsl,cnfClause,MC_propagateConstants(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,MC_propagateConstants()
guidsl.cnfClause.MC_propagateConstant(),4,Method,guidsl,cnfClause,MC_propagateConstant(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,MC_propagateConstant()
guidsl.cterm.print(),4,Method,guidsl,cterm,print(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,print()
guidsl.cnfClause.complete(boolean output),4,Method,guidsl,cnfClause,complete(boolean output),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,complete(boolean)
guidsl.cnfClause.eval2(),4,Method,guidsl,cnfClause,eval2(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,eval2()
guidsl.cterm.eval2(),4,Method,guidsl,cterm,eval2(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,eval2()
guidsl.cnfClause.getAntecedents(variable v),4,Method,guidsl,cnfClause,getAntecedents(variable v),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,getAntecedents(variable)
guidsl.iff.cnf(),4,Method,guidsl,iff,cnf(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,cnf()
guidsl.iff.cnf2String(),4,Method,guidsl,iff,cnf2String(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,cnf2String()
guidsl.iff.klone(),4,Method,guidsl,iff,klone(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,klone()
guidsl.iff.simplify(),4,Method,guidsl,iff,simplify(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,simplify()
guidsl.iff.toString(),4,Method,guidsl,iff,toString(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,toString()
guidsl.iff.toXMLString(),4,Method,guidsl,iff,toXMLString(),TOOL,TRUE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,toXMLString()
guidsl.iff.iff(node l; node r),5,Constructor,guidsl,iff,iff(node l; node r),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,iff(node; node)
guidsl.openconfigal.current,3,Field,guidsl,openconfigal,current,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,private,
guidsl.openconfigal.ff,3,Field,guidsl,openconfigal,ff,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,private,
guidsl.openconfigal.openconfigal(Gui g; javax.swing.filechooser.FileFilter f),5,Constructor,guidsl,openconfigal,openconfigal(Gui g; javax.swing.filechooser.FileFilter f),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,openconfigal(Gui; FileFilter)
guidsl.openconfigal.actionPerformed(ActionEvent ae),4,Method,guidsl,openconfigal,actionPerformed(ActionEvent ae),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,actionPerformed(ActionEvent)
guidsl.saveconfigal.current,3,Field,guidsl,saveconfigal,current,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,private,
guidsl.saveconfigal.saveconfigal(Gui g),5,Constructor,guidsl,saveconfigal,saveconfigal(Gui g),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,saveconfigal(Gui)
guidsl.saveconfigal.actionPerformed(ActionEvent ae),4,Method,guidsl,saveconfigal,actionPerformed(ActionEvent ae),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,actionPerformed(ActionEvent)
guidsl.PatsElem,2,Class,guidsl,PatsElem,,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.PatsElem.getPat(),4,Method,guidsl,PatsElem,getPat(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,getPat()
guidsl.Pat,2,Class,guidsl,Pat,,BASE,FALSE,FALSE,,FALSE,FALSE,,set by GuiDSLSol,public,
guidsl.PatsElem.setParms(AstToken tok0; Pat arg0),4,Method,guidsl,PatsElem,setParms(AstToken tok0; Pat arg0),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,setParms(AstToken; Pat)
guidsl.PatsElem.setParms(Pat arg0),4,Method,guidsl,PatsElem,setParms(Pat arg0),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,setParms(Pat)
guidsl.Var,2,Class,guidsl,Var,,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.Var.visit(Visitor v),4,Method,guidsl,Var,visit(Visitor v),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,visit(Visitor)
guidsl.Avar.visit(Visitor v),4,Method,guidsl,Avar,visit(Visitor v),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,visit(Visitor)
guidsl.Var.ARG_LENGTH,3,Field,guidsl,Var,ARG_LENGTH,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.Var.TOK_LENGTH,3,Field,guidsl,Var,TOK_LENGTH,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.Var.getIDENTIFIER(),4,Method,guidsl,Var,getIDENTIFIER(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,getIDENTIFIER()
guidsl.Var.getOpts(),4,Method,guidsl,Var,getOpts(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,getOpts()
guidsl.Var.printorder(),4,Method,guidsl,Var,printorder(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,printorder()
guidsl.Var.setParms(AstToken tok0; AstToken tok1; AstOptNode arg0; AstToken tok2),4,Method,guidsl,Var,setParms(AstToken tok0; AstToken tok1; AstOptNode arg0; AstToken tok2),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,setParms(AstToken; AstToken; AstOptNode; AstToken)
guidsl.Visitor.action(Var n),4,Method,guidsl,Visitor,action(Var n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(Var)
guidsl.XMLUtils,2,Class,guidsl,XMLUtils,,TOOL,TRUE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.XMLUtils.getXMLStrFromDoc(Document doc),4,Method,guidsl,XMLUtils,getXMLStrFromDoc(Document doc),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.XMLUtils.getXMLStrFromDoc(Document doc); BttF says it's a child of guidsl.XMLUtils THEN it also is fprivate of TOOL   ,set by GuiDSLSol,public,getXMLStrFromDoc(Document)
guidsl.XMLUtils.formatXMLStr(String xml),4,Method,guidsl,XMLUtils,formatXMLStr(String xml),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.XMLUtils.formatXMLStr(String xml); BttF says since it calls fprivate guidsl.XMLUtils.getXMLStrFromDoc(Document doc) THEN it also belongs to TOOL   ,set by GuiDSLSol,public,formatXMLStr(String)
guidsl.XMLUtils.getDocFromString(String xml),4,Method,guidsl,XMLUtils,getDocFromString(String xml),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.XMLUtils.getDocFromString(String xml); BttF says it's a child of guidsl.XMLUtils THEN it also is fprivate of TOOL   ,set by GuiDSLSol,public,getDocFromString(String)
guidsl.AstOptNode.Replace(AstNode withnode),4,Method,guidsl,AstOptNode,Replace(AstNode withnode),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,Replace(AstNode)
guidsl.AstOptNode.addComment(String comment),4,Method,guidsl,AstOptNode,addComment(String comment),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,addComment(String)
guidsl.AstOptNode.addComment(String comment; boolean replace),4,Method,guidsl,AstOptNode,addComment(String comment; boolean replace),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,addComment(String; boolean)
guidsl.AstOptNode.harvest(Visitor v),4,Method,guidsl,AstOptNode,harvest(Visitor v),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,harvest(Visitor)
guidsl.AstOptNode.print(),4,Method,guidsl,AstOptNode,print(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,print()
guidsl.AstOptNode.print(AstProperties props),4,Method,guidsl,AstOptNode,print(AstProperties props),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,print(AstProperties)
guidsl.AstOptNode.printorder(),4,Method,guidsl,AstOptNode,printorder(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,printorder()
guidsl.AstOptNode.reduce2java(AstProperties props),4,Method,guidsl,AstOptNode,reduce2java(AstProperties props),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,reduce2java(AstProperties)
guidsl.AstOptNode.visit(Visitor v),4,Method,guidsl,AstOptNode,visit(Visitor v),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,visit(Visitor)
guidsl.AstOptNode.AstOptNode(),5,Constructor,guidsl,AstOptNode,AstOptNode(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,AstOptNode()
guidsl.AstOptNode.setParms(AstNode child),4,Method,guidsl,AstOptNode,setParms(AstNode child),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,setParms(AstNode)
guidsl.FatalError,2,Class,guidsl,FatalError,,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.Visitor.action(AstOptNode n),4,Method,guidsl,Visitor,action(AstOptNode n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(AstOptNode)
guidsl.optprod.optprod(String name),5,Constructor,guidsl,optprod,optprod(String name),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,optprod(String)
guidsl.optprod.draw(int several),4,Method,guidsl,optprod,draw(int several),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,draw(int)
guidsl.optprod.visit(GVisitor v),4,Method,guidsl,optprod,visit(GVisitor v),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,visit(GVisitor)
guidsl.SwingApp.init(),4,Method,guidsl,SwingApp,init(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,init()
guidsl.Visitor.action(BExpr n),4,Method,guidsl,Visitor,action(BExpr n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(BExpr)
guidsl.Expr.visit(Visitor v),4,Method,guidsl,Expr,visit(Visitor v),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,visit(Visitor)
guidsl.Visitor.action(Expr n),4,Method,guidsl,Visitor,action(Expr n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(Expr)
guidsl.resetal.actionPerformed(ActionEvent ae),4,Method,guidsl,resetal,actionPerformed(ActionEvent ae),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,actionPerformed(ActionEvent)
guidsl.plus.plus(String name),5,Constructor,guidsl,plus,plus(String name),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,plus(String)
guidsl.plus.draw(int several),4,Method,guidsl,plus,draw(int several),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,draw(int)
guidsl.plus.visit(GVisitor v),4,Method,guidsl,plus,visit(GVisitor v),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,visit(GVisitor)
guidsl.choose1,2,Class,guidsl,choose1,,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.choose1.cnf(),4,Method,guidsl,choose1,cnf(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,cnf()
guidsl.choose1.cnf2String(),4,Method,guidsl,choose1,cnf2String(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,cnf2String()
guidsl.choose1.klone(),4,Method,guidsl,choose1,klone(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,klone()
guidsl.choose1.simplify(),4,Method,guidsl,choose1,simplify(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,simplify()
guidsl.choose1.toString(),4,Method,guidsl,choose1,toString(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,toString()
guidsl.choose1.toXMLString(),4,Method,guidsl,choose1,toXMLString(),TOOL,TRUE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,toXMLString()
guidsl.choose1.choose1(node l; node r),5,Constructor,guidsl,choose1,choose1(node l; node r),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,choose1(node; node)
guidsl.choose1.children(),4,Method,guidsl,choose1,children(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,children()
guidsl.choose1.elem(Object[] o; int i),4,Method,guidsl,choose1,elem(Object[] o; int i),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,private,elem(Object[]; int)
guidsl.choose1.makeAnd(Object[] o; int i; int j),4,Method,guidsl,choose1,makeAnd(Object[] o; int i; int j),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,private,makeAnd(Object[]; int; int)
guidsl.and.simplify(),4,Method,guidsl,and,simplify(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,simplify()
guidsl.ParseException,2,Class,guidsl,ParseException,,BASE,FALSE,FALSE,,TRUE,FALSE,,this JavaCC file is kernel & fpublic,public,
guidsl.ParseException.serialVersionUID,3,Field,guidsl,ParseException,serialVersionUID,BASE,FALSE,FALSE,,TRUE,FALSE,,this JavaCC file is kernel & fpublic,private,
guidsl.ParseException.ParseException(Token currentTokenVal; int[][] expectedTokenSequencesVal; String[] tokenImageVal),5,Constructor,guidsl,ParseException,ParseException(Token currentTokenVal; int[][] expectedTokenSequencesVal; String[] tokenImageVal),BASE,FALSE,TRUE,,TRUE,FALSE,guidsl.ParseException.ParseException(Token currentTokenVal; int[][] expectedTokenSequencesVal; String[] tokenImageVal); BttF says since it calls fprivate guidsl.Token THEN it also belongs to BASE   ,this JavaCC file is kernel & fpublic,public,ParseException(Token; int[][]; String[])
guidsl.Token,2,Class,guidsl,Token,,BASE,TRUE,FALSE,,TRUE,FALSE,,this JavaCC file is kernel & fprivate,public,
guidsl.ParseException.currentToken,3,Field,guidsl,ParseException,currentToken,BASE,FALSE,TRUE,,TRUE,FALSE,guidsl.ParseException.currentToken; BttF says since it calls fprivate guidsl.Token THEN it also belongs to BASE   ,this JavaCC file is kernel & fpublic,public,
guidsl.ParseException.expectedTokenSequences,3,Field,guidsl,ParseException,expectedTokenSequences,BASE,FALSE,FALSE,,TRUE,FALSE,,this JavaCC file is kernel & fpublic,public,
guidsl.ParseException.tokenImage,3,Field,guidsl,ParseException,tokenImage,BASE,FALSE,FALSE,,TRUE,FALSE,,this JavaCC file is kernel & fpublic,public,
guidsl.ParseException.initialise(Token currentToken; int[][] expectedTokenSequences; String[] tokenImage),4,Method,guidsl,ParseException,initialise(Token currentToken; int[][] expectedTokenSequences; String[] tokenImage),BASE,FALSE,TRUE,,TRUE,FALSE,guidsl.ParseException.initialise(Token currentToken; int[][] expectedTokenSequences; String[] tokenImage); BttF says since it calls fprivate guidsl.Token.kind THEN it also belongs to BASE   ,this JavaCC file is kernel & fpublic,private,initialise(Token; int[][]; String[])
guidsl.ParseException.ParseException(),5,Constructor,guidsl,ParseException,ParseException(),BASE,FALSE,FALSE,,TRUE,FALSE,,this JavaCC file is kernel & fpublic,public,ParseException()
guidsl.ParseException.ParseException(String message),5,Constructor,guidsl,ParseException,ParseException(String message),BASE,FALSE,FALSE,,TRUE,FALSE,,this JavaCC file is kernel & fpublic,public,ParseException(String)
guidsl.Token.next,3,Field,guidsl,Token,next,BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.Token.next; BttF says it's a child of guidsl.Token THEN it also is fprivate of BASE   ,this JavaCC file is kernel & fprivate,public,
guidsl.Token.kind,3,Field,guidsl,Token,kind,BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.Token.kind; BttF says it's a child of guidsl.Token THEN it also is fprivate of BASE   ,this JavaCC file is kernel & fprivate,public,
guidsl.Token.image,3,Field,guidsl,Token,image,BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.Token.image; BttF says it's a child of guidsl.Token THEN it also is fprivate of BASE   ,this JavaCC file is kernel & fprivate,public,
guidsl.Token.beginLine,3,Field,guidsl,Token,beginLine,BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.Token.beginLine; BttF says it's a child of guidsl.Token THEN it also is fprivate of BASE   ,this JavaCC file is kernel & fprivate,public,
guidsl.Token.beginColumn,3,Field,guidsl,Token,beginColumn,BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.Token.beginColumn; BttF says it's a child of guidsl.Token THEN it also is fprivate of BASE   ,this JavaCC file is kernel & fprivate,public,
guidsl.ParseException.add_escapes(String str),4,Method,guidsl,ParseException,add_escapes(String str),BASE,FALSE,FALSE,,TRUE,FALSE,,this JavaCC file is kernel & fpublic,package-private,add_escapes(String)
guidsl.ParseException.eol,3,Field,guidsl,ParseException,eol,BASE,FALSE,FALSE,,TRUE,FALSE,,this JavaCC file is kernel & fpublic,protected,
guidsl.propcons,2,Class,guidsl,propcons,,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.propcons.action(grammar n),4,Method,guidsl,propcons,action(grammar n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(grammar)
guidsl.propcons.common(gObj n),4,Method,guidsl,propcons,common(gObj n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,common(gObj)
guidsl.propcons.action(optprim n),4,Method,guidsl,propcons,action(optprim n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(optprim)
